"name","sku","category","subcategory","childcategory","product_group","unit","brand","alert_quantity","vat_percent","minimum_sale_price","minimum_wholesale_price","barcode","purchase_price","selling_price","discount_type","discount_value","wholesale_price","minimum_wholesale_quantity","size","color","opening_stock_qty","opening_stock_purchase_price_rate","author"
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624544","2350","2850","Amount","0","0","0","Free Size","Baby Pink","0","2350",""
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624616","2350","2850","Amount","0","0","0","Free Size","Milty Olive","0","2350",""
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624620","2350","2850","Amount","0","0","0","Free Size","Black","0","2350",""
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624624","2350","2850","Amount","0","0","0","Free Size","Copper Brown","0","2350",""
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624628","2350","2850","Amount","0","0","0","Free Size","Dusty Pink","1","2350",""
"Modest Cord's Set - 1","","Modest Cord's Set","","","","Pcs","","0","0","0","0","95624631","2350","2850","Amount","0","0","0","Free Size","Red Maroon","0","2350",""
"Modest Cord's Set - 2","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60488528","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Natural green","0","2350",""
"Modest Cord's Set - 2","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60488530","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2350",""
"Modest Cord's Set - 2","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60488532","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Creami beige Color","0","2350",""
"Modest Cord's Set - 2","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60488534","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Onion Pink","0","2350",""
"Modest Cord's Set - 2","","Modest Cord's Set","","","","Pcs","","0","0","0","0","92014273","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","dusty rose","0","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833578","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Brick Color","0","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833697","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Red wine Color","0","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833705","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Olive colour","0","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833711","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dusty pink","13","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833717","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","1","2350",""
"Modest Cord's Set - 3","","Modest Cord's Set","","","","Pcs","","0","0","0","0","60833724","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Nude pink","1","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220517","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Deep blue","0","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220843","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Red Maroon","6","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220846","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Coffee","0","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220849","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","White","0","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220851","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Mauve brown","0","2350",""
"Modest Cord's Set - 4","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61220853","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2350",""
"Modest Cord's Set - 5","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61373825","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2350",""
"Modest Cord's Set - 5","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61373868","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Lighty blue","1","2350",""
"Modest Cord's Set - 5","","Modest Cord's Set","","","","Pcs","","0","0","0","0","94505822","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Beige colour","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578745","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Red Maroon","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578794","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Caramel beige","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578797","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Olive","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578798","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Light lavender","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578801","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Gray ash","0","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61578802","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dusty pink","1","2350",""
"Modest Cord's Set - 6","","Modest Cord's Set","","","","Pcs","","0","0","0","0","16464929","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","blue","0","2350",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841213","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","White","0","0",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841363","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Light coffee","0","0",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841369","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Beige colour","0","0",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841371","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dark coffee","0","2350",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841374","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Ash","0","0",""
"Modest Cord's Set - 7","","Modest Cord's Set","","","","Pcs","","0","0","0","0","61841376","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2350",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102539","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Osun blue","0","2350",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102570","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dark coffee","0","0",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102572","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Light levender","0","2350",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102574","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Surma ash","24","2350",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102575","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Ash","20","2350",""
"Modest Cord's Set - 8","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62102577","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2350",""
"Modest Cord's Set - 9","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62209786","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Beige colour","0","2350",""
"Modest Cord's Set - 10","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62352077","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Green","0","2350",""
"Modest Cord's Set - 10","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62352109","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Red Maroon","0","2350",""
"Modest Cord's Set - 10","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62352113","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","White","1","2350",""
"Modest Cord's Set - 10","","Modest Cord's Set","","","","Pcs","","0","0","0","0","18537269","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Brick Color","0","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747075","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","blue","0","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747164","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Purple","0","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747168","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Ash","0","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747172","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Black","1","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747175","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Light purple","0","2350",""
"Modest Cord's Set - 11","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62747178","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Coffee","0","2350",""
"Modest Cord's Set - 12","","Modest Cord's Set","","","","Pcs","","0","0","0","0","62876578","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Ash","0","2350",""
"Modest Cord's Set - 12","","Modest Cord's Set","","","","Pcs","","0","0","0","0","91672717","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dark chocolate","0","2350",""
"Modest Cord's Set - 13","","Modest Cord's Set","","","","Pcs","","0","0","0","0","63055792","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Pink","0","2350",""
"Modest Cord's Set - 13","","Modest Cord's Set","","","","Pcs","","0","0","0","0","63055842","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Brown","0","2350",""
"Modest Cord's Set - 13","","Modest Cord's Set","","","","Pcs","","0","0","0","0","63055845","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dark ash","0","2350",""
"Modest Cord's Set - 13","","Modest Cord's Set","","","","Pcs","","0","0","0","0","96465932","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Mauve brown","0","2350",""
"Modest Cord's Set - 13","","Modest Cord's Set","","","","Pcs","","0","0","0","0","96659411","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Dark chocolate","0","2350",""
"Modest Cord's Set - 14","","Modest Cord's Set","","","","Pcs","","0","0","0","0","63129813","2350","2850","Amount","0","0","0","Free Size Up to 34 to 46","Ash","3","2350",""
"Beach Gown","","beach gown","","","","Pcs","","0","0","0","0","63526340","2450","2950","Amount","0","0","0","","Pink","0","2450",""
"Beach Gown","","beach gown","","","","Pcs","","0","0","0","0","63526436","2450","2950","Amount","0","0","0","","Orange","0","2450",""
"Beach Gown","","beach gown","","","","Pcs","","0","0","0","0","37236115","2450","2950","Amount","0","0","0","Body free size from 34” to 40 “ (One size )","Pink","0","0",""
"Beach Gown","","beach gown","","","","Pcs","","0","0","0","0","37236117","2450","2950","Amount","0","0","0","Body free size from 34” to 40 “ (One size )","Orange","1","2450",""
"Beach Gown","","beach gown","","","","Pcs","","0","0","0","0","37236119","2450","2950","Amount","0","0","0","Body free size from 34” to 40 “ (One size )","Rose colour","0","0",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","63637917","0","0","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","63637940","0","0","Amount","0","0","0","Free Size Up to 34 to 46","White","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","38534495","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","White","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","38534497","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","Black","0","0",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","97577636","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","Caramel","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","97577638","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","Off white","8","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","97753875","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","nude color","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","97753878","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","Sky blue","0","2450",""
"Beach Gown - 1","","beach gown","","","","Pcs","","0","0","0","0","97753881","2450","2950","Amount","0","0","0","Body free size from 34” to 44“ (One size )","Olive","0","2450",""
"Beach Gown - 2","","beach gown","","","","Pcs","","0","0","0","0","63773432","0","0","Amount","0","0","0","Body free size frm 34” to 46 “ (One size )","Beige colour","0","0",""
"Beach Gown - 2","","beach gown","","","","Pcs","","0","0","0","0","63773402","0","0","Amount","0","0","0","Body free size frm 34” to 46 “ (One size )","Brick Color","0","0",""
"Beach Gown - 3","","beach gown","","","","Pcs","","0","0","0","0","63884094","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Coffee","0","2700",""
"Beach Gown - 3","","beach gown","","","","Pcs","","0","0","0","0","63884126","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Dusty Pink","5","2700",""
"Beach Gown - 3","","beach gown","","","","Pcs","","0","0","0","0","63884128","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Levender","1","2700",""
"Beach Gown - 3","","beach gown","","","","Pcs","","0","0","0","0","63884129","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","2700",""
"Beach Gown - 4","","beach gown","","","","Pcs","","0","0","0","0","64004471","2700","3250","Amount","0","0","0","","Off white","0","2700",""
"Beach Gown - 4","","beach gown","","","","Pcs","","0","0","0","0","64004502","2700","3250","Amount","0","0","0","","Black","3","2700",""
"Beach Gown - 4","","beach gown","","","","Pcs","","0","0","0","0","64004505","2700","3250","Amount","0","0","0","","White","0","2700",""
"Beach Gown - 5","","beach gown","","","","Pcs","","0","0","0","0","66149571","3150","3650","Amount","0","0","0","Free Size Up to 34 to 46","blue","0","3150",""
"Beach Gown - 5","","beach gown","","","","Pcs","","0","0","0","0","66149664","3150","3650","Amount","0","0","0","Free Size Up to 34 to 46","red","0","3150",""
"Beach Gown - 5","","beach gown","","","","Pcs","","0","0","0","0","66149668","3150","3650","Amount","0","0","0","Free Size Up to 34 to 46","Yellow","0","3150",""
"Beach Gown - 6","","beach gown","","","","Pcs","","0","0","0","0","66231149","1950","2650","Amount","0","0","0","Free Size Up to 34 to 46","Black","2","1950",""
"Beach Gown - 6","","beach gown","","","","Pcs","","0","0","0","0","66231166","1950","2650","Amount","0","0","0","Free Size Up to 34 to 46","blue","2","1950",""
"Beach Gown - 6","","beach gown","","","","Pcs","","0","0","0","0","66231169","1950","2650","Amount","0","0","0","Free Size Up to 34 to 46","White","2","1950",""
"Beach Gown - 6","","beach gown","","","","Pcs","","0","0","0","0","17855935","1950","2650","Amount","0","0","0","Free Size Up to 34 to 46","See green","1","1950",""
"Beach Gown - 7","","beach gown","","","","Pcs","","0","0","0","0","66299775","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Black","1","2700",""
"Beach Gown - 7","","beach gown","","","","Pcs","","0","0","0","0","66299795","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Pink","0","2700",""
"Beach Gown - 7","","beach gown","","","","Pcs","","0","0","0","0","95727785","2700","3250","Amount","0","0","0","Free Size Up to 34 to 46","Baby Pink","0","2700",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","97638953","1500","1950","Amount","0","0","0","34 up to 40","Pink","14","1500",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","97638956","1500","1950","Amount","0","0","0","40 up to 46","Pink","25","1500",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","97638958","1500","1950","Amount","0","0","0","34 up to 40","Wood brown","0","1500",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","97638961","1500","1950","Amount","0","0","0","40 up to 46","Wood brown","5","1500",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","18104334","1500","1950","Amount","0","0","0","34 up to 40","blue","0","0",""
"Long Dress","","long dress","","","","Pcs","","0","0","0","0","18104338","1500","1950","Amount","0","0","0","40 up to 46","blue","0","1500",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827474","1500","1950","Amount","0","0","0","34 up to 40","Baby Pink","0","0",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827476","1500","1950","Amount","0","0","0","40 up to 46","Baby Pink","0","0",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827478","1500","1950","Amount","0","0","0","34 up to 40","Milty green","0","0",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827481","1500","1950","Amount","0","0","0","40 up to 46","Milty green","0","1500",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827483","1500","1950","Amount","0","0","0","34 up to 40","See green","0","1500",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827485","1500","1950","Amount","0","0","0","40 up to 46","See green","0","1500",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827487","1500","1950","Amount","0","0","0","34 up to 40","Wood brown","0","1500",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","97827489","1500","1950","Amount","0","0","0","40 up to 46","Wood brown","0","0",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","05051111","1500","1950","Amount","0","0","0","34 up to 40","blue","0","0",""
"Long Dress - 1","","long dress","","","","Pcs","","0","0","0","0","05051114","1500","1950","Amount","0","0","0","40 up to 46","blue","0","1500",""
"Long Dress - 2","","long dress","","","","Pcs","","0","0","0","0","66883665","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Green","24","1500",""
"Long Dress - 2","","long dress","","","","Pcs","","0","0","0","0","66883673","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Caramel","0","1500",""
"Long Dress - 2","","long dress","","","","Pcs","","0","0","0","0","66883676","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Ice blue","0","1500",""
"Long Dress - 3","","long dress","","","","Pcs","","0","0","0","0","67025866","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Cream","0","1500",""
"Long Dress - 3","","long dress","","","","Pcs","","0","0","0","0","67025872","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","1500",""
"Long Dress - 3","","long dress","","","","Pcs","","0","0","0","0","67025874","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Milty green","0","1500",""
"Long Dress - 3","","long dress","","","","Pcs","","0","0","0","0","67025876","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Baby Pink","0","1500",""
"Long Dress - 4","","long dress","","","","Pcs","","0","0","0","0","67141279","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","1500",""
"Long Dress - 4","","long dress","","","","Pcs","","0","0","0","0","67141321","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Burgundy","0","1500",""
"Long Dress - 4","","long dress","","","","Pcs","","0","0","0","0","67141324","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","blue","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","67279125","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Cream","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","67279186","1500","1950","Amount","0","0","0","Free Size Up to 34 to 46","Misty pink","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223693","1500","1950","Amount","0","0","0","40 up to 46","Cream","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223695","1500","1950","Amount","0","0","0","34 up to 40","Cream","4","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223696","1500","1950","Amount","0","0","0","40 up to 46","Misty pink","0","0",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223698","1500","1950","Amount","0","0","0","34 up to 40","Misty pink","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223699","1500","1950","Amount","0","0","0","40 up to 46","Onion Pink","0","0",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223701","1500","1950","Amount","0","0","0","34 up to 40","Onion Pink","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223702","1500","1950","Amount","0","0","0","40 up to 46","Beige colour","0","1500",""
"Long Dress - 5","","long dress","","","","Pcs","","0","0","0","0","19223704","1500","1950","Amount","0","0","0","34 up to 40","Beige colour","0","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854246","1500","1950","Amount","0","0","0","34 up to 40","Caramel","18","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854248","1500","1950","Amount","0","0","0","40 up to 46","Caramel","17","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854250","1500","1950","Amount","0","0","0","34 up to 40","Black","0","0",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854251","1500","1950","Amount","0","0","0","40 up to 46","Black","0","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854253","1500","1950","Amount","0","0","0","34 up to 40","Pest","0","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854256","1500","1950","Amount","0","0","0","40 up to 46","Pest","23","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854257","1500","1950","Amount","0","0","0","34 up to 40","Pink","16","1500",""
"Long Dress - 6","","long dress","","","","Pcs","","0","0","0","0","97854259","1500","1950","Amount","0","0","0","40 up to 46","Pink","8","1500",""
"Miyako Cords Set","","miyako cords set","","","","Pcs","","0","0","0","0","67524042","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Red Maroon","1","3750",""
"Miyako Cords Set","","miyako cords set","","","","Pcs","","0","0","0","0","67524098","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","See green","2","3750",""
"Miyako Cords Set","","miyako cords set","","","","Pcs","","0","0","0","0","67524101","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Green","0","3750",""
"Miyako Cords Set","","miyako cords set","","","","Pcs","","0","0","0","0","15529116","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Beige colour","0","3750",""
"Miyako Cords Set - 1","","miyako cords set","","","","Pcs","","0","0","0","0","67617968","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","red","0","3750",""
"Miyako Cords Set - 1","","miyako cords set","","","","Pcs","","0","0","0","0","67617984","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Foreset green","0","3750",""
"Miyako Cords Set - 1","","miyako cords set","","","","Pcs","","0","0","0","0","67617987","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","3750",""
"Miyako Cords Set - 2","","miyako cords set","","","","Pcs","","0","0","0","0","67737627","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","See blue","0","3750",""
"Miyako Cords Set - 2","","miyako cords set","","","","Pcs","","0","0","0","0","67737671","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Osun blue","0","0",""
"Miyako Cords Set - 2","","miyako cords set","","","","Pcs","","0","0","0","0","67737674","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Orange","5","3750",""
"Miyako Cords Set - 2","","miyako cords set","","","","Pcs","","0","0","0","0","67737677","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Black","4","3750",""
"Miyako Cords Set - 3","","miyako cords set","","","","Pcs","","0","0","0","0","67853971","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Black","1","3750",""
"Miyako Cords Set - 3","","miyako cords set","","","","Pcs","","0","0","0","0","67853973","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Green","0","3750",""
"Miyako Cords Set - 3","","miyako cords set","","","","Pcs","","0","0","0","0","67853975","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Megenda","4","3750",""
"Miyako Cords Set - 3","","miyako cords set","","","","Pcs","","0","0","0","0","67853976","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","See blue","3","3750",""
"Miyako Cords Set - 3","","miyako cords set","","","","Pcs","","0","0","0","0","67853978","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","See green","6","3750",""
"Miyako Cords Set - 4","","miyako cords set","","","","Pcs","","0","0","0","0","68006386","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Golden","0","0",""
"Miyako Cords Set - 4","","miyako cords set","","","","Pcs","","0","0","0","0","68006438","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","0",""
"Miyako Cords Set - 4","","miyako cords set","","","","Pcs","","0","0","0","0","68006441","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Purple","0","3750",""
"Miyako Cords Set - 5","","miyako cords set","","","","Pcs","","0","0","0","0","68081155","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","0",""
"Miyako Cords Set - 5","","miyako cords set","","","","Pcs","","0","0","0","0","68081175","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Purple","1","3750",""
"Miyako Cords Set - 5","","miyako cords set","","","","Pcs","","0","0","0","0","68081178","3750","4250","Amount","0","0","0","Free Size Up to 34 to 46","Orange","0","3750",""
"Miyako Cords Set - 6","","miyako cords set","","","","Pcs","","0","0","0","0","68176802","3350","3850","Amount","0","0","0","Free Size Up to 34 to 46","Parrot Color","0","3350",""
"Miyako Cords Set - 6","","miyako cords set","","","","Pcs","","0","0","0","0","68176824","3350","3850","Amount","0","0","0","Free Size Up to 34 to 46","Gay ash","0","0",""
"Miyako Cords Set - 6","","miyako cords set","","","","Pcs","","0","0","0","0","68176825","3350","3850","Amount","0","0","0","Free Size Up to 34 to 46","Black","0","3350",""
"Miyako Cords Set - 6","","miyako cords set","","","","Pcs","","0","0","0","0","61128329","3350","3850","Amount","0","0","0","Free Size Up to 34 to 46","Gray ash","1","3350",""
"Miyako Cords Set - 7","","miyako cords set","","","","Pcs","","0","0","0","0","68317588","3750","4250","Amount","0","0","0","","Pink","0","3750",""
"Miyako Cords Set - 7","","miyako cords set","","","","Pcs","","0","0","0","0","68317591","3750","4250","Amount","0","0","0","","Light levender","0","3750",""
"Miyako Cords Set - 7","","miyako cords set","","","","Pcs","","0","0","0","0","68317594","3750","4250","Amount","0","0","0","","Minty green","0","3750",""
"Miyako Cords Set - 7","","miyako cords set","","","","Pcs","","0","0","0","0","66461081","0","0","Amount","0","0","0","Body free size from 34” to 50+“ (One size )","Pink","0","0",""
